":START_ID",":END_ID","is_corresponding:boolean",":TYPE"
"author_Ankur_Moitra","conf/rlc/GolowichM24","False","WRITE"
"author_Miguel_Suau","conf/rlc/SuauSO24","True","WRITE"
"author_Matthijs_T._J._Spaan","conf/rlc/SuauSO24","False","WRITE"
"author_Frans_A._Oliehoek","conf/rlc/SuauSO24","False","WRITE"
"author_Yuxin_Chen","conf/rlc/ChenTTLLTZ24","True","WRITE"
"author_Chen_Tang","conf/rlc/ChenTTLLTZ24","False","WRITE"
"author_Thomas_Tian","conf/rlc/ChenTTLLTZ24","False","WRITE"
"author_Chenran_Li","conf/rlc/ChenTTLLTZ24","False","WRITE"
"author_Jinning_Li_0002","conf/rlc/ChenTTLLTZ24","False","WRITE"
"author_Masayoshi_Tomizuka","conf/rlc/ChenTTLLTZ24","False","WRITE"
"author_Wei_Zhan","conf/rlc/ChenTTLLTZ24","False","WRITE"
"author_Qingfeng_Lan","conf/rlc/LanMYX24","True","WRITE"
"author_A._Rupam_Mahmood","conf/rlc/LanMYX24","False","WRITE"
"author_Shuicheng_Yan","conf/rlc/LanMYX24","False","WRITE"
"author_Zhongwen_Xu","conf/rlc/LanMYX24","False","WRITE"
"author_Kartik_Choudhary","conf/rlc/ChoudharyGT24","True","WRITE"
"author_Dhawal_Gupta","conf/rlc/ChoudharyGT24","False","WRITE"
"author_Philip_S._Thomas","conf/rlc/ChoudharyGT24","False","WRITE"
"author_David_Abel","conf/rlc/AbelHH24","True","WRITE"
"author_Mark_K._Ho","conf/rlc/AbelHH24","False","WRITE"
"author_Anna_Harutyunyan","conf/rlc/AbelHH24","False","WRITE"
"author_Andrew_Patterson","conf/rlc/PattersonNKW024","True","WRITE"
"author_Samuel_Neumann","conf/rlc/PattersonNKW024","False","WRITE"
"author_Raksha_Kumaraswamy","conf/rlc/PattersonNKW024","False","WRITE"
"author_Martha_White","conf/rlc/PattersonNKW024","False","WRITE"
"author_Adam_White_0001","conf/rlc/PattersonNKW024","False","WRITE"
"author_Quentin_Delfosse","conf/rlc/DelfosseBGSK24","True","WRITE"
"author_Jannis_Blml","conf/rlc/DelfosseBGSK24","False","WRITE"
"author_Bjarne_Gregori","conf/rlc/DelfosseBGSK24","False","WRITE"
"author_Sebastian_Sztwiertnia","conf/rlc/DelfosseBGSK24","False","WRITE"
"author_Kristian_Kersting","conf/rlc/DelfosseBGSK24","False","WRITE"
"author_Junxiong_Wang","conf/rlc/WangWLKT024","True","WRITE"
"author_Kaiwen_Wang","conf/rlc/WangWLKT024","False","WRITE"
"author_Yueying_Li","conf/rlc/WangWLKT024","False","WRITE"
"author_Nathan_Kallus","conf/rlc/WangWLKT024","False","WRITE"
"author_Immanuel_Trummer","conf/rlc/WangWLKT024","False","WRITE"
"author_Wen_Sun_0002","conf/rlc/WangWLKT024","False","WRITE"
"author_Davide_Corsi","conf/rlc/CorsiCF24","True","WRITE"
"author_Davide_Camponogara","conf/rlc/CorsiCF24","False","WRITE"
"author_Alessandro_Farinelli","conf/rlc/CorsiCF24","False","WRITE"
"author_Rohan_Chitnis","conf/rlc/ChitnisYG24","True","WRITE"
"author_Shentao_Yang","conf/rlc/ChitnisYG24","False","WRITE"
"author_Alborz_Geramifard","conf/rlc/ChitnisYG24","False","WRITE"
"author_Bram_M._Renting","conf/rlc/RentingMHJ24","True","WRITE"
"author_Thomas_M._Moerland","conf/rlc/RentingMHJ24","False","WRITE"
"author_Holger_H._Hoos","conf/rlc/RentingMHJ24","False","WRITE"
"author_Catholijn_M._Jonker","conf/rlc/RentingMHJ24","False","WRITE"
"author_Motoki_Omura","conf/rlc/OmuraOMH24","True","WRITE"
"author_Takayuki_Osa","conf/rlc/OmuraOMH24","False","WRITE"
"author_Yusuke_Mukuta","conf/rlc/OmuraOMH24","False","WRITE"
"author_Tatsuya_Harada","conf/rlc/OmuraOMH24","False","WRITE"
"author_Wancong_Zhang","conf/rlc/ZhangGSLC24","True","WRITE"
"author_Anthony_GX-Chen","conf/rlc/ZhangGSLC24","False","WRITE"
"author_Vlad_Sobal","conf/rlc/ZhangGSLC24","False","WRITE"
"author_Yann_LeCun","conf/rlc/ZhangGSLC24","False","WRITE"
"author_Nicolas_Carion","conf/rlc/ZhangGSLC24","False","WRITE"
"author_Sam_Lobel","conf/rlc/LobelP24","True","WRITE"
"author_Ronald_Parr","conf/rlc/LobelP24","False","WRITE"
"author_Max_Rudolph","conf/rlc/RudolphCBLN024","True","WRITE"
"author_Caleb_Chuck","conf/rlc/RudolphCBLN024","False","WRITE"
"author_Kevin_Black","conf/rlc/RudolphCBLN024","False","WRITE"
"author_Misha_Lvovsky","conf/rlc/RudolphCBLN024","False","WRITE"
"author_Scott_Niekum","conf/rlc/RudolphCBLN024","False","WRITE"
"author_Amy_Zhang_0001","conf/rlc/RudolphCBLN024","False","WRITE"
"author_Olivia_P._Dizon-Paradis","conf/rlc/Dizon-ParadisWC24","True","WRITE"
"author_Stephen_E._Wormald","conf/rlc/Dizon-ParadisWC24","False","WRITE"
"author_Daniel_E._Capecci","conf/rlc/Dizon-ParadisWC24","False","WRITE"
"author_Avanti_Bhandarkar","conf/rlc/Dizon-ParadisWC24","False","WRITE"
"author_Damon_L._Woodard","conf/rlc/Dizon-ParadisWC24","False","WRITE"
"author_Qining_Zhang","conf/rlc/ZhangW024","True","WRITE"
"author_Honghao_Wei","conf/rlc/ZhangW024","False","WRITE"
"author_Lei_Ying_0001","conf/rlc/ZhangW024","False","WRITE"
"author_Rafael_Rodrguez-Snchez_0002","conf/rlc/0002024","True","WRITE"
"author_George_Konidaris_0001","conf/rlc/0002024","False","WRITE"
"author_Shuang_Wu","conf/rlc/WuA24","True","WRITE"
"author_Arash_A._Amini","conf/rlc/WuA24","False","WRITE"
"author_Antonin_Raffin","conf/rlc/RaffinSKASS24","True","WRITE"
"author_Olivier_Sigaud","conf/rlc/RaffinSKASS24","False","WRITE"
"author_Jens_Kober","conf/rlc/RaffinSKASS24","False","WRITE"
"author_Alin_Albu-Schffer","conf/rlc/RaffinSKASS24","False","WRITE"
"author_Joo_Silvrio","conf/rlc/RaffinSKASS24","False","WRITE"
"author_Freek_Stulp","conf/rlc/RaffinSKASS24","False","WRITE"
"author_Daniel_Melcer","conf/rlc/MelcerAT24","True","WRITE"
"author_Christopher_Amato","conf/rlc/MelcerAT24","False","WRITE"
"author_Stavros_Tripakis","conf/rlc/MelcerAT24","False","WRITE"
"author_Matthew_Thomas_Jackson","conf/rlc/JacksonMLEWF24","True","WRITE"
"author_Michael_T._Matthews","conf/rlc/JacksonMLEWF24","False","WRITE"
"author_Cong_Lu","conf/rlc/JacksonMLEWF24","False","WRITE"
"author_Benjamin_Ellis","conf/rlc/JacksonMLEWF24","False","WRITE"
"author_Shimon_Whiteson","conf/rlc/JacksonMLEWF24","False","WRITE"
"author_Jakob_Nicolaus_Foerster","conf/rlc/JacksonMLEWF24","False","WRITE"
"author_Mara_Agustina_Cibrn","conf/www/CibranVVSJ07","True","WRITE"
"author_Bart_Verheecke","conf/www/CibranVVSJ07","False","WRITE"
"author_Wim_Vanderperren","conf/www/CibranVVSJ07","False","WRITE"
"author_Davy_Suve","conf/www/CibranVVSJ07","False","WRITE"
"author_Viviane_Jonckers","conf/www/CibranVVSJ07","False","WRITE"
"author_Kotagiri_Ramamohanarao","conf/www/RamamohanaraoF07","True","WRITE"
"author_Hongjian_Fan","conf/www/RamamohanaraoF07","False","WRITE"
"author_David_L._Martin_0001","conf/www/MartinBMMPSMSS07","True","WRITE"
"author_Mark_H._Burstein","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Drew_V._McDermott","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Sheila_A._McIlraith","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Massimo_Paolucci_0001","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Katia_P._Sycara","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Deborah_L._McGuinness","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Evren_Sirin","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Naveen_Srinivasan","conf/www/MartinBMMPSMSS07","False","WRITE"
"author_Lipyeow_Lim","conf/www/LimWPVA07","True","WRITE"
"author_Min_Wang_0001","conf/www/LimWPVA07","False","WRITE"
"author_Sriram_Padmanabhan","conf/www/LimWPVA07","False","WRITE"
"author_Jeffrey_Scott_Vitter","conf/www/LimWPVA07","False","WRITE"
"author_Ramesh_C._Agarwal","conf/www/LimWPVA07","False","WRITE"
"author_Dimitrios_Georgakopoulos_0001","conf/www/GeorgakopoulosBNC07","True","WRITE"
"author_Donald_Baker","conf/www/GeorgakopoulosBNC07","False","WRITE"
"author_Marian_H._Nodine","conf/www/GeorgakopoulosBNC07","False","WRITE"
"author_Andrzej_Cichocki","conf/www/GeorgakopoulosBNC07","False","WRITE"
"author_Hai_He","conf/www/HeMLYW07","True","WRITE"
"author_Weiyi_Meng","conf/www/HeMLYW07","False","WRITE"
"author_Yiyao_Lu","conf/www/HeMLYW07","False","WRITE"
"author_Clement_T._Yu","conf/www/HeMLYW07","False","WRITE"
"author_Zonghuan_Wu","conf/www/HeMLYW07","False","WRITE"
"author_Yanhong_Zhai","conf/www/ZhaiL07","True","WRITE"
"author_Bing_Liu_0001","conf/www/ZhaiL07","False","WRITE"
"author_Istvan_Beszteri","conf/www/BeszteriV07","True","WRITE"
"author_Petri_Vuorimaa","conf/www/BeszteriV07","False","WRITE"
"author_Srinivas_Vadrevu","conf/www/VadrevuGD07","True","WRITE"
"author_Fatih_Gelgi","conf/www/VadrevuGD07","False","WRITE"
"author_Hasan_Davulcu","conf/www/VadrevuGD07","False","WRITE"
"author_Daniel_A._Menasc","conf/www/MenasceA07","True","WRITE"
"author_Vasudeva_Akula","conf/www/MenasceA07","False","WRITE"
"author_Anis_Charfi","conf/www/CharfiM07","True","WRITE"
"author_Mira_Mezini","conf/www/CharfiM07","False","WRITE"
"author_Anne_H._H._Ngu","conf/www/NguKN07","True","WRITE"
"author_Masaru_Kitsuregawa","conf/www/NguKN07","False","WRITE"
"author_Erich_J._Neuhold","conf/www/NguKN07","False","WRITE"
"author_Morgan_Ericsson","conf/www/Ericsson07","True","WRITE"
"author_Jean-Philippe_Martin-Flatin","conf/www/Martin-FlatinL07","True","WRITE"
"author_Welf_Lwe","conf/www/Martin-FlatinL07","False","WRITE"
"author_Mohammad_Arif_Ul_Alam","conf/mobiquitous/AlamPR15","True","WRITE"
"author_Nilavra_Pathak","conf/mobiquitous/AlamPR15","False","WRITE"
"author_Nirmalya_Roy","conf/mobiquitous/AlamPR15","False","WRITE"
"author_George_Kozanidis","journals/coap/Kozanidis09","True","WRITE"
"author_Haluk_Demirkan","journals/isf/DemirkanS16","True","WRITE"
"author_James_C._Spohrer","journals/isf/DemirkanS16","False","WRITE"
"author_Charles_L._A._Clarke","journals/sigir/ClarkeCP98","True","WRITE"
"author_Gordon_V._Cormack","journals/sigir/ClarkeCP98","False","WRITE"
"author_Christopher_R._Palmer","journals/sigir/ClarkeCP98","False","WRITE"
"author_Tommy_W._S._Chow","journals/tnn/ChowH05","True","WRITE"
"author_Di_Huang_0002","journals/tnn/ChowH05","False","WRITE"
"author_Shirui_Wang","journals/tnn/WangHYWZNBC23","True","WRITE"
"author_Wenyi_Hu","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_Pengyu_Yuan","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_Xuqing_Wu_0001","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_Qunshan_Zhang","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_Prashanth_Nadukandi","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_German_Ocampo_Botero","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_Jiefu_Chen","journals/tnn/WangHYWZNBC23","False","WRITE"
"author_Taotao_Jing","journals/tnn/JingXHD24","True","WRITE"
"author_Haifeng_Xia","journals/tnn/JingXHD24","False","WRITE"
"author_Jihun_Hamm","journals/tnn/JingXHD24","False","WRITE"
"author_Zhengming_Ding","journals/tnn/JingXHD24","False","WRITE"
"author_Madely_du_Preez","journals/oir/Preez14a","True","WRITE"
"author_Petar_Popovski","journals/ojcs/Popovski24","True","WRITE"
"author_Peng_Yu","journals/taslp/YuCMS05","True","WRITE"
"author_Kaijiang_Chen","journals/taslp/YuCMS05","False","WRITE"
"author_Chengyuan_Ma","journals/taslp/YuCMS05","False","WRITE"
"author_Frank_Seide","journals/taslp/YuCMS05","False","WRITE"
"author_Xin_Wu","journals/ejasp/WuWLL12","True","WRITE"
"author_Yanfei_Wang","journals/ejasp/WuWLL12","False","WRITE"
"author_Shu_Li","journals/ejasp/WuWLL12","False","WRITE"
"author_Chang_Liu_0041","journals/ejasp/WuWLL12","False","WRITE"
"author_Wessam_Afifi","journals/tmc/AfifiAKM18","True","WRITE"
"author_Mohammad_J._Abdel-Rahman","journals/tmc/AfifiAKM18","False","WRITE"
"author_Marwan_Krunz","journals/tmc/AfifiAKM18","False","WRITE"
"author_Allen_B._MacKenzie","journals/tmc/AfifiAKM18","False","WRITE"
"author_Wen_Zhuo","journals/remotesensing/ZhuoHLZMGHXX19","True","WRITE"
"author_Jianxi_Huang","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Li_Li_0059","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Xiaodong_Zhang_0016","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Hongyuan_Ma","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Xinran_Gao","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Hai_Huang","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Baodong_Xu","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Xiangming_Xiao","journals/remotesensing/ZhuoHLZMGHXX19","False","WRITE"
"author_Silvia_Bianchini","journals/remotesensing/BianchiniHMNGMM13","True","WRITE"
"author_Gerardo_Herrera","journals/remotesensing/BianchiniHMNGMM13","False","WRITE"
"author_Rosa_Maria_Mateos","journals/remotesensing/BianchiniHMNGMM13","False","WRITE"
"author_Davide_Notti","journals/remotesensing/BianchiniHMNGMM13","False","WRITE"
"author_Inmaculada_Garca","journals/remotesensing/BianchiniHMNGMM13","False","WRITE"
"author_Oscar_Mora_0001","journals/remotesensing/BianchiniHMNGMM13","False","WRITE"
"author_Sandro_Moretti","journals/remotesensing/BianchiniHMNGMM13","False","WRITE"
"author_Agnese_Innocenti","journals/remotesensing/InnocentiRTPGMSBPC23","True","WRITE"
"author_Ascanio_Rosi","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Veronica_Tofani","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Veronica_Pazzi","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Elisa_Gargini","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Elena_Benedetta_Masi","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Samuele_Segoni","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Davide_Bertolo","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Marco_Paganone","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Nicola_Casagli","journals/remotesensing/InnocentiRTPGMSBPC23","False","WRITE"
"author_Fran_Domazetovic","journals/remotesensing/DomazetovicSMP22","True","WRITE"
"author_Ante_Siljeg","journals/remotesensing/DomazetovicSMP22","False","WRITE"
"author_Ivan_Maric","journals/remotesensing/DomazetovicSMP22","False","WRITE"
"author_Lovre_Panda","journals/remotesensing/DomazetovicSMP22","False","WRITE"
"author_Grigorii_V._Andrianov","journals/jcisd/AndrianovOSK21","True","WRITE"
"author_Wern_Juin_Gabriel_Ong","journals/jcisd/AndrianovOSK21","False","WRITE"
"author_Ilya_Serebriiskii","journals/jcisd/AndrianovOSK21","False","WRITE"
"author_John_Karanicolas","journals/jcisd/AndrianovOSK21","False","WRITE"
"author_Walter_Fiedler","journals/jcisd/FiedlerFWK22","True","WRITE"
"author_Fabian_Freisleben","journals/jcisd/FiedlerFWK22","False","WRITE"
"author_Jasmin_Wellbrock","journals/jcisd/FiedlerFWK22","False","WRITE"
"author_Karl_N._Kirschner","journals/jcisd/FiedlerFWK22","False","WRITE"
"author_Gang_Hu_0002","journals/kbs/HuDWW22","True","WRITE"
"author_Bo_Du_0008","journals/kbs/HuDWW22","False","WRITE"
"author_Xiaofeng_Wang","journals/kbs/HuDWW22","False","WRITE"
"author_Guo_Wei_0004","journals/kbs/HuDWW22","False","WRITE"
"author_Jianghong_Ma","journals/kbs/MaTZC17","True","WRITE"
"author_Zhaoyang_Tian","journals/kbs/MaTZC17","False","WRITE"
"author_Haijun_Zhang_0002","journals/kbs/MaTZC17","False","WRITE"
"author_Tommy_W._S._Chow","journals/kbs/MaTZC17","False","WRITE"
"author_Lai_Wei_0001","journals/kbs/WeiXYW14","True","WRITE"
"author_Feifei_Xu","journals/kbs/WeiXYW14","False","WRITE"
"author_Jun_Yin_0003","journals/kbs/WeiXYW14","False","WRITE"
"author_Aihua_Wu_0003","journals/kbs/WeiXYW14","False","WRITE"
"author_Y._H._Shi","journals/cphysics/ShiGY25","True","WRITE"
"author_N._Guo","journals/cphysics/ShiGY25","False","WRITE"
"author_Z._X._Yang","journals/cphysics/ShiGY25","False","WRITE"
"author_S._Pandiselvi","journals/jfi/PandiselviRZR18","True","WRITE"
"author_Ramachandran_Raja","journals/jfi/PandiselviRZR18","False","WRITE"
"author_Quanxin_Zhu","journals/jfi/PandiselviRZR18","False","WRITE"
"author_Grienggrai_Rajchakit","journals/jfi/PandiselviRZR18","False","WRITE"
"author_Gary_A._Bergquist","journals/sigapl/Bergquist93","True","WRITE"
"author_Len_Bass","journals/jss/BassNWZO08","True","WRITE"
"author_Robert_L._Nord","journals/jss/BassNWZO08","False","WRITE"
"author_William_Wood","journals/jss/BassNWZO08","False","WRITE"
"author_David_Zubrow","journals/jss/BassNWZO08","False","WRITE"
"author_Ipek_Ozkaya","journals/jss/BassNWZO08","False","WRITE"
"author_Paul_Maharg","journals/jilt/MahargN14a","True","WRITE"
"author_Abhilash_Nair","journals/jilt/MahargN14a","False","WRITE"
"author_Bander_A._Alzahrani","journals/ijisec/AlzahraniFAAA23","True","WRITE"
"author_Nikos_Fotiou","journals/ijisec/AlzahraniFAAA23","False","WRITE"
"author_Aiiad_Albeshri","journals/ijisec/AlzahraniFAAA23","False","WRITE"
"author_Abdullah_Almuhaimeed","journals/ijisec/AlzahraniFAAA23","False","WRITE"
"author_Khalid_Alsubhi","journals/ijisec/AlzahraniFAAA23","False","WRITE"
"author_Rosa_Perics-Gornals","journals/ijisec/Pericas-Gornals22","True","WRITE"
"author_Maci_Mut_Puigserver","journals/ijisec/Pericas-Gornals22","False","WRITE"
"author_Mara_Magdalena_Payeras_Capell","journals/ijisec/Pericas-Gornals22","False","WRITE"
"author_Yijun_Zhao","journals/npjdm/ZhaoWBCHLPABWC20","True","WRITE"
"author_Tong_Wang","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Riley_Bove","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Bruce_Cree","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Roland_Henry","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Hrishikesh_Lokhande","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Mariann_Polgar-Turcsanyi","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Mark_Anderson","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Rohit_Bakshi","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Howard_L._Weiner","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Tanuja_Chitnis","journals/npjdm/ZhaoWBCHLPABWC20","False","WRITE"
"author_Yuda_Song_0002","journals/tip/SongHQD23","True","WRITE"
"author_Zhuqing_He","journals/tip/SongHQD23","False","WRITE"
"author_Hui_Qian_0001","journals/tip/SongHQD23","False","WRITE"
"author_Xin_Du_0005","journals/tip/SongHQD23","False","WRITE"
"author_Borja_Bordel_Snchez","journals/computers/SanchezALM24","True","WRITE"
"author_Ramn_Alcarria","journals/computers/SanchezALM24","False","WRITE"
"author_Latif_Ladid","journals/computers/SanchezALM24","False","WRITE"
"author_Aurel_Machalek","journals/computers/SanchezALM24","False","WRITE"
"author_Zhaobing_Kang","journals/ar/KangZ20","True","WRITE"
"author_Wei_Zou","journals/ar/KangZ20","False","WRITE"
"author_Qingquan_Li","journals/urbaninformatics/Li0GZB22","True","WRITE"
"author_Yang_Yue_0001","journals/urbaninformatics/Li0GZB22","False","WRITE"
"author_Qi-Li_Gao","journals/urbaninformatics/Li0GZB22","False","WRITE"
"author_Chen_Zhong","journals/urbaninformatics/Li0GZB22","False","WRITE"
"author_Joana_Barros","journals/urbaninformatics/Li0GZB22","False","WRITE"
"author_Ryan_Schuerkamp","journals/csur/SchuerkampG24","True","WRITE"
"author_Philippe_J._Giabbanelli","journals/csur/SchuerkampG24","False","WRITE"
"author_Hui_Zhou","journals/wicomm/ZhouFXL12","True","WRITE"
"author_Pingyi_Fan","journals/wicomm/ZhouFXL12","False","WRITE"
"author_Xiang-Gen_Xia_0001","journals/wicomm/ZhouFXL12","False","WRITE"
"author_Khaled_Ben_Letaief","journals/wicomm/ZhouFXL12","False","WRITE"
"author_Deepak_Somaya","journals/orgsci/SomayaM12","True","WRITE"
"author_Christine_A._McDaniel","journals/orgsci/SomayaM12","False","WRITE"
"author_Kun_Chang_Lee","journals/jmis/LeeK06","True","WRITE"
"author_Soonjae_Kwon","journals/jmis/LeeK06","False","WRITE"
"author_Yijie_Wang","journals/prl/WangXLCC24","True","WRITE"
"author_Jindong_Xu","journals/prl/WangXLCC24","False","WRITE"
"author_Zongbao_Liang","journals/prl/WangXLCC24","False","WRITE"
"author_Qianpeng_Chong","journals/prl/WangXLCC24","False","WRITE"
"author_Xiang_Cheng","journals/prl/WangXLCC24","False","WRITE"
"author_Sixin_Liang","journals/prl/LiangZBY24","True","WRITE"
"author_Jian-Zhou_Zhang","journals/prl/LiangZBY24","False","WRITE"
"author_Ang_Bian","journals/prl/LiangZBY24","False","WRITE"
"author_Jiaying_You","journals/prl/LiangZBY24","False","WRITE"
"author_Yan_Yu","journals/ijcisys/YuQY24","True","WRITE"
"author_Dong_Qiu","journals/ijcisys/YuQY24","False","WRITE"
"author_Ruiteng_Yan","journals/ijcisys/YuQY24","False","WRITE"
"author_Hua_Zhang","journals/ijcisys/ZhangJZY23","True","WRITE"
"author_Zhengang_Jiang","journals/ijcisys/ZhangJZY23","False","WRITE"
"author_Guoxun_Zheng","journals/ijcisys/ZhangJZY23","False","WRITE"
"author_Xuekun_Yao","journals/ijcisys/ZhangJZY23","False","WRITE"
"author_Jeanine_Souquires","journals/scp/SouquieresF85","True","WRITE"
"author_Jean-Pierre_Finance","journals/scp/SouquieresF85","False","WRITE"
"author_David_G._Loomis","journals/iepol/LoomisS05","True","WRITE"
"author_Christopher_M._Swann","journals/iepol/LoomisS05","False","WRITE"
"author_A._Pourmoghadas","journals/ijscn/PourmoghadasSCO17","True","WRITE"
"author_Shree_Krishna_Sharma","journals/ijscn/PourmoghadasSCO17","False","WRITE"
"author_Symeon_Chatzinotas","journals/ijscn/PourmoghadasSCO17","False","WRITE"
"author_Bjrn_E._Ottersten","journals/ijscn/PourmoghadasSCO17","False","WRITE"
"author_Zoltn_Katona","journals/ijscn/KatonaGDKBBB20","True","WRITE"
"author_Michael_Grlin","journals/ijscn/KatonaGDKBBB20","False","WRITE"
"author_Anton_Donner","journals/ijscn/KatonaGDKBBB20","False","WRITE"
"author_Norman_Kranich","journals/ijscn/KatonaGDKBBB20","False","WRITE"
"author_Hartmut_Brandt","journals/ijscn/KatonaGDKBBB20","False","WRITE"
"author_Hermann_Bischl","journals/ijscn/KatonaGDKBBB20","False","WRITE"
"author_Martin_Brck","journals/ijscn/KatonaGDKBBB20","False","WRITE"
"author_Xin_Xu","journals/ijscn/XuDL21","True","WRITE"
"author_Chaoying_Dong","journals/ijscn/XuDL21","False","WRITE"
"author_Aijun_Liu_0001","journals/ijscn/XuDL21","False","WRITE"
"author_George_Yin_0001","journals/tsp/YinZML05","True","WRITE"
"author_Qing_Zhang_0003","journals/tsp/YinZML05","False","WRITE"
"author_John_B._Moore","journals/tsp/YinZML05","False","WRITE"
"author_Yuan_Jin_Liu","journals/tsp/YinZML05","False","WRITE"
"author_Juanli_Kuang","journals/itiis/KuangGL23","True","WRITE"
"author_Ying_Guo_0006","journals/itiis/KuangGL23","False","WRITE"
"author_Lang_Li_0002","journals/itiis/KuangGL23","False","WRITE"
"author_N._Patil","journals/iet-ipr/PatilB18","True","WRITE"
"author_Prabir_Kumar_Biswas","journals/iet-ipr/PatilB18","False","WRITE"
"author_danah_boyd","journals/firstmonday/Boyd06","True","WRITE"
"author_Hallam_Stevens","journals/firstmonday/Stevens19","True","WRITE"
"author_Jeffrey_C._Griffith","journals/giq/Griffith01","True","WRITE"
"author_Andrew_Grant","journals/fgcs/GrantD93","True","WRITE"
"author_Peter_Dew","journals/fgcs/GrantD93","False","WRITE"
"author_Stefano_Pallottino","journals/toms/PallottinoT81","True","WRITE"
"author_Tommaso_Toffoli","journals/toms/PallottinoT81","False","WRITE"
"author_Chao_Tian_0002","journals/information/TianPHZ21","True","WRITE"
"author_James_S._Plank","journals/information/TianPHZ21","False","WRITE"
"author_Brent_Hurst","journals/information/TianPHZ21","False","WRITE"
"author_Ruida_Zhou","journals/information/TianPHZ21","False","WRITE"
"author_Ahmed_Fawzi_Otoom","journals/information/OtoomKHSH19","True","WRITE"
"author_Ghadeer_A._L._Kateb","journals/information/OtoomKHSH19","False","WRITE"
"author_Maen_Hammad","journals/information/OtoomKHSH19","False","WRITE"
"author_Rateb_J._Sweis","journals/information/OtoomKHSH19","False","WRITE"
"author_Haneen_Hijazi","journals/information/OtoomKHSH19","False","WRITE"
"author_Changwook_Kim","journals/tcs/Kim94","True","WRITE"
"author_Chia-Yi_Liu","journals/cbsn/LiuK07","True","WRITE"
"author_Feng-Yang_Kuo","journals/cbsn/LiuK07","False","WRITE"
"author_Roselyn_J._Lee-Won","journals/cbsn/Lee-WonANW16","True","WRITE"
"author_Melissa_M._Abo","journals/cbsn/Lee-WonANW16","False","WRITE"
"author_Kilhoe_Na","journals/cbsn/Lee-WonANW16","False","WRITE"
"author_Tiffany_N._White","journals/cbsn/Lee-WonANW16","False","WRITE"
"author_Samaher_Al-Janabi","journals/jikm/Al-JanabiA16","True","WRITE"
"author_Ibrahim_AlShourbaji","journals/jikm/Al-JanabiA16","False","WRITE"
"author_Chritiene_Aarts","journals/ipl/Group95","True","WRITE"
"author_Roland_Carl_Backhouse","journals/ipl/Group95","False","WRITE"
"author_Eerke_A._Boiten","journals/ipl/Group95","False","WRITE"
"author_Henk_Doornbos","journals/ipl/Group95","False","WRITE"
"author_Netty_van_Gasteren","journals/ipl/Group95","False","WRITE"
"author_Rik_van_Geldrop","journals/ipl/Group95","False","WRITE"
"author_Paul_F._Hoogendijk","journals/ipl/Group95","False","WRITE"
"author_Ed_Voermans","journals/ipl/Group95","False","WRITE"
"author_Jaap_van_der_Woude","journals/ipl/Group95","False","WRITE"
"author_Shelly_Bhanot","journals/jdi/BhanotS17","True","WRITE"
"author_Arjun_Sharma","journals/jdi/BhanotS17","False","WRITE"
