entity,id,cluster,x,y
http://example.org/publication-ontology#author_Kartik_Choudhary,814,2,-0.28431678,-0.045775652
http://example.org/publication-ontology#author_Kasper_Peeters,815,0,0.10344626,0.022883952
http://example.org/publication-ontology#author_Katherine_J._Kuchenbecker,816,3,0.024397276,-0.062448382
http://example.org/publication-ontology#author_Kathy_Sangkyung_Lee,817,3,0.26260805,-0.109324336
http://example.org/publication-ontology#author_Katia_P._Sycara,818,2,-0.30460954,-0.03642243
http://example.org/publication-ontology#author_Katsushi_Furutani,819,3,0.2782127,-0.089704394
http://example.org/publication-ontology#author_Kaushik_Mallik,820,3,0.11388451,-0.04898137
http://example.org/publication-ontology#author_Kaushik_Subramanian,821,2,-0.28606027,-0.010636926
http://example.org/publication-ontology#author_Kavosh_Asadi,822,2,-0.25373334,-0.099392235
http://example.org/publication-ontology#author_Kazuhiko_Fukami,823,3,0.12981558,-0.11222994
http://example.org/publication-ontology#author_Kazuhiko_Kawamura,824,3,0.094904795,-0.1599763
http://example.org/publication-ontology#author_Kazuhiro_Ota,825,2,-0.32226,-0.025413096
http://example.org/publication-ontology#author_Kazuto_Takashima,826,3,0.28763214,-0.053459704
http://example.org/publication-ontology#author_Kazuya_Matsumoto,827,3,0.13225786,-0.12808442
http://example.org/publication-ontology#author_Kazuyuki_Aihara,828,0,-0.05118776,-0.060203135
http://example.org/publication-ontology#author_Ke_Wang,829,3,0.36788973,-0.06306213
http://example.org/publication-ontology#author_Ke_Yan_0001,830,3,0.20928095,-0.11316168
http://example.org/publication-ontology#author_Keita_Takahashi_0002,831,3,0.12809144,-0.089009106
http://example.org/publication-ontology#author_Keke_Zhu,832,0,-0.052945577,0.26789314
http://example.org/publication-ontology#author_Kellen_Kanarios,833,2,-0.33313575,-0.096060395
http://example.org/publication-ontology#author_Kelvin_Guu,834,3,-0.047115333,-0.15030962
http://example.org/publication-ontology#author_Ken_Takiyama,835,2,-0.3215686,-0.040899873
http://example.org/publication-ontology#author_Kenji_Yoshigoe,836,3,0.16336307,-0.050927997
http://example.org/publication-ontology#author_Kenshi_Abe,837,2,-0.24098289,0.040258884
http://example.org/publication-ontology#author_Kenshiro_Yokoi,838,3,0.28686014,-0.02759248
http://example.org/publication-ontology#author_Kent_A._Shefchek,839,0,0.039853223,0.0004937649
http://example.org/publication-ontology#author_Kenta_Kawamoto,840,0,0.10766254,0.06464273
http://example.org/publication-ontology#author_Kenta_Umebayashi,841,0,0.0032957643,0.09306863
http://example.org/publication-ontology#author_Kevin_Black,842,2,-0.20485741,0.084504545
http://example.org/publication-ontology#author_Kevin_Tan,843,2,-0.3266789,-0.0943414
http://example.org/publication-ontology#author_Kevin_Zhu,844,2,-0.32600817,-0.07883453
http://example.org/publication-ontology#author_Kezhen_Xie,845,0,0.24085611,0.17618689
http://example.org/publication-ontology#author_Khaled_Ben_Letaief,846,0,0.007214777,-0.08071488
http://example.org/publication-ontology#author_Khalid_Alsubhi,847,3,0.10335613,-0.122201204
http://example.org/publication-ontology#author_Khurram_Javed,848,2,-0.3760007,-0.03990841
http://example.org/publication-ontology#author_Kiant_Brantley,849,2,-0.2351664,-0.09887761
http://example.org/publication-ontology#author_Kilhoe_Na,850,2,-0.29518878,0.055818737
http://example.org/publication-ontology#author_Kishan_Panaganti,851,2,-0.18278384,0.016768962
http://example.org/publication-ontology#author_Ko_Sano,852,3,0.27148134,-0.0019922256
http://example.org/publication-ontology#author_Konstantinos_Chalkias,853,3,0.26005226,-0.15658116
http://example.org/publication-ontology#author_Konstantinos_G._Derpanis,854,0,0.06343433,0.080468744
http://example.org/publication-ontology#author_Kota_Tsubouchi,855,3,0.17358421,-0.111502886
http://example.org/publication-ontology#author_Kotagiri_Ramamohanarao,856,2,-0.3458535,-0.03963822
http://example.org/publication-ontology#author_Kourosh_Hakhamaneshi,857,2,-0.32380715,-0.02228856
http://example.org/publication-ontology#author_Kris_De_Asis,858,2,-0.32815906,-0.0851717
http://example.org/publication-ontology#author_Krista_A._Ehinger,859,3,0.18881214,-0.14191562
http://example.org/publication-ontology#author_Kristian_Kersting,860,2,-0.2858887,0.05730161
