"id:ID","name",":LABEL"
"author_Hao_Xiong","Hao Xiong","Author"
"author_Fang_Zhao_0003","Fang Zhao 0003","Author"
"author_Zhaohui_Li","Zhaohui Li","Author"
"author_Qi_Ye","Qi Ye","Author"
"author_Bojie_Rong","Bojie Rong","Author"
"author_Jiuchong_Gao","Jiuchong Gao","Author"
"author_Qinghui_Hong","Qinghui Hong","Author"
"author_Richeng_Huang","Richeng Huang","Author"
"author_Pingdan_Xiao","Pingdan Xiao","Author"
"author_Jun_Li","Jun Li","Author"
"author_Jingru_Sun","Jingru Sun","Author"
"author_Jiliang_Zhang_0002","Jiliang Zhang 0002","Author"
"author_Thummaluru_Siddartha_Reddy","Thummaluru Siddartha Reddy","Author"
"author_Sundeep_Prabhakar_Chepuri","Sundeep Prabhakar Chepuri","Author"
"author_Philip_C._Jones","Philip C. Jones","Author"
"author_Jeffrey_W._Ohlmann","Jeffrey W. Ohlmann","Author"
"author_Andrew_L._Johnson","Andrew L. Johnson","Author"
"author_Leon_F._McGinnis","Leon F. McGinnis","Author"
"author_Van_Du_Nguyen_0001","Van Du Nguyen 0001","Author"
"author_Hai_Bang_Truong","Hai Bang Truong","Author"
"author_Ching-Lueh_Chang","Ching-Lueh Chang","Author"
"author_Yuh-Dauh_Lyuu","Yuh-Dauh Lyuu","Author"
"author_Yen-Wu_Ti","Yen-Wu Ti","Author"
"author_Xu_Yan","Xu Yan","Author"
"author_Ioannis_A._Kakadiaris","Ioannis A. Kakadiaris","Author"
"author_Shishir_K._Shah","Shishir K. Shah","Author"
"author_Gustavo_Arechavaleta","Gustavo Arechavaleta","Author"
"author_Mara_Esmeralda_Lardn-Lpez","Mara Esmeralda Lardn-Lpez","Author"
"author_Rodrigo_Martn-Rojas","Rodrigo Martn-Rojas","Author"
"author_Vctor_Jess_Garca-Morales","Vctor Jess Garca-Morales","Author"
"author_Christopher_Hardin","Christopher Hardin","Author"
"author_Junhong_Li","Junhong Li","Author"
"author_Wenyi_Zeng","Wenyi Zeng","Author"
"author_Henrik_Juul_Spietz","Henrik Juul Spietz","Author"
"author_Mads_Mlholm_Hejlesen","Mads Mlholm Hejlesen","Author"
"author_Jens_Honor_Walther","Jens Honor Walther","Author"
"author_Saqib_Iqbal","Saqib Iqbal","Author"
"author_Issam_Al-Azzoni","Issam Al-Azzoni","Author"
"author_Gary_Allen","Gary Allen","Author"
"author_Hikmat_Ullah_Khan","Hikmat Ullah Khan","Author"
"author_Ramzi_A._Haraty","Ramzi A. Haraty","Author"
"author_Catherine_Ghaddar","Catherine Ghaddar","Author"
"author_Jingrong_Zhang","Jingrong Zhang","Author"
"author_Zihao_Wang","Zihao Wang","Author"
"author_Yu_Chen","Yu Chen","Author"
"author_Renmin_Han","Renmin Han","Author"
"author_Zhiyong_Liu_0002","Zhiyong Liu 0002","Author"
"author_Fei_Sun","Fei Sun","Author"
"author_Fa_Zhang_0001","Fa Zhang 0001","Author"
"author_Germn_Castellanos","Germn Castellanos","Author"
"author_Achiel_Colpaert","Achiel Colpaert","Author"
"author_Margot_Deruyck","Margot Deruyck","Author"
"author_Emmeric_Tanghe","Emmeric Tanghe","Author"
"author_Evgenii_Vinogradov","Evgenii Vinogradov","Author"
"author_Luc_Martens","Luc Martens","Author"
"author_Sofie_Pollin","Sofie Pollin","Author"
"author_Wout_Joseph","Wout Joseph","Author"
"author_Rogelio_Ernesto_Garca-Chvez","Rogelio Ernesto Garca-Chvez","Author"
"author_Ramn_Silva-Ortigoza","Ramn Silva-Ortigoza","Author"
"author_Vctor_Manuel_Hernndez_Guzmn","Vctor Manuel Hernndez Guzmn","Author"
"author_Magdalena_Marciano-Melchor","Magdalena Marciano-Melchor","Author"
"author_ngel_Adrin_Orta-Quintana","ngel Adrin Orta-Quintana","Author"
"author_Jos_Rafael_Garca_Snchez","Jos Rafael Garca Snchez","Author"
"author_Hind_Taud","Hind Taud","Author"
"author_Zhijiao_Xiao","Zhijiao Xiao","Author"
"author_Jianmin_Jiang","Jianmin Jiang","Author"
"author_Zhong_Ming_0001","Zhong Ming 0001","Author"
"author_Chenhong_Zhou","Chenhong Zhou","Author"
"author_Xi_Liao","Xi Liao","Author"
"author_Yang_Wang_0069","Yang Wang 0069","Author"
"author_Shasha_Liao","Shasha Liao","Author"
"author_Jihua_Zhou","Jihua Zhou","Author"
"author_Jie_Zhang_0003","Jie Zhang 0003","Author"
"author_Yupeng_Li_0002","Yupeng Li 0002","Author"
"author_Yichao_Zhang","Yichao Zhang","Author"
"author_Lei_Li","Lei Li","Author"
"author_Mingzhu_Zhang","Mingzhu Zhang","Author"
"author_Qianqian_Li","Qianqian Li","Author"
"author_Du_Wu","Du Wu","Author"
"author_Xiaoming_Ding","Xiaoming Ding","Author"
"author_Xiaocheng_Wang","Xiaocheng Wang","Author"
"author_Qinghe_Zeng","Qinghe Zeng","Author"
"author_Weihua_Ming","Weihua Ming","Author"
"author_Zhilong_Zhang","Zhilong Zhang","Author"
"author_Zichun_Du","Zichun Du","Author"
"author_Zhen_Liu_0011","Zhen Liu 0011","Author"
"author_Cuiying_Zhou","Cuiying Zhou","Author"
"author_Li_Li_0082","Li Li 0082","Author"
"author_DianChao_Lin","DianChao Lin","Author"
"author_Laijun_Wang","Laijun Wang","Author"
"author_Zhiwei_Cui","Zhiwei Cui","Author"
"author_Shi_Dong_0005","Shi Dong 0005","Author"
"author_Ning_Wang","Ning Wang","Author"
"author_Itay_Hazan","Itay Hazan","Author"
"author_Asaf_Shabtai","Asaf Shabtai","Author"
"author_Chengde_Zheng","Chengde Zheng","Author"
"author_Lai-Bing_Lu","Lai-Bing Lu","Author"
"author_Zhanshan_Wang","Zhanshan Wang","Author"
"author_Hasna_Chamlal","Hasna Chamlal","Author"
"author_Asmaa_Benzmane","Asmaa Benzmane","Author"
"author_Tayeb_Ouaderhman","Tayeb Ouaderhman","Author"
"author_John_T._Nosek","John T. Nosek","Author"
"author_Michael_D._McNeese","Michael D. McNeese","Author"
"author_Panagiotis_Destounis","Panagiotis Destounis","Author"
"author_John_D._Garofalakis","John D. Garofalakis","Author"
"author_George_Mavritsakis","George Mavritsakis","Author"
"author_Maria_Rigou","Maria Rigou","Author"
"author_Spiros_Sirmakessis","Spiros Sirmakessis","Author"
"author_Giannis_Tzimas","Giannis Tzimas","Author"
"author_Shachar_Fleishman","Shachar Fleishman","Author"
"author_Iddo_Drori","Iddo Drori","Author"
"author_Daniel_Cohen-Or","Daniel Cohen-Or","Author"
"author_Xiaohui_Wei_0002","Xiaohui Wei 0002","Author"
"author_Zijian_Li_0007","Zijian Li 0007","Author"
"author_Yuanyuan_Liu_0007","Yuanyuan Liu 0007","Author"
"author_Shang_Gao_0005","Shang Gao 0005","Author"
"author_Hengshan_Yue","Hengshan Yue","Author"
"author_Yunhong_Zhou","Yunhong Zhou","Author"
"author_Jiehui_Nan","Jiehui Nan","Author"
"author_Licheng_Wang","Licheng Wang","Author"
"author_Walter_Craig","Walter Craig","Author"
"author_Maxime_Gazeau","Maxime Gazeau","Author"
"author_Christophe_Lacave","Christophe Lacave","Author"
"author_Catherine_Sulem","Catherine Sulem","Author"
"author_Lev_A._Krukier","Lev A. Krukier","Author"
"author_Tatiana_S._Martynova","Tatiana S. Martynova","Author"
"author_Zhong-Zhi_Bai","Zhong-Zhi Bai","Author"
"author_Keita_Takahashi_0002","Keita Takahashi 0002","Author"
"author_Takaaki_Ibuchi","Takaaki Ibuchi","Author"
"author_Tsuyoshi_Funaki","Tsuyoshi Funaki","Author"
"author_Kazuya_Matsumoto","Kazuya Matsumoto","Author"
"author_Naohito_Nakasato","Naohito Nakasato","Author"
"author_Stanislav_G._Sedukhin","Stanislav G. Sedukhin","Author"
"author_Masashi_Tsuji","Masashi Tsuji","Author"
"author_Kenta_Umebayashi","Kenta Umebayashi","Author"
"author_Yukihiro_Kamiya","Yukihiro Kamiya","Author"
"author_Yasuo_Suzuki","Yasuo Suzuki","Author"
"author_Yasuyuki_Tanaka","Yasuyuki Tanaka","Author"
"author_Mitsunobu_Kunishi","Mitsunobu Kunishi","Author"
"author_Fumio_Teraoka","Fumio Teraoka","Author"
"author_Tongyao_Pang","Tongyao Pang","Author"
"author_Chunlin_Wu","Chunlin Wu","Author"
"author_Zhifang_Liu","Zhifang Liu","Author"
"author_Fangzhen_Lin","Fangzhen Lin","Author"
"author_Minggang_Han","Minggang Han","Author"
"author_Qiang_Ma_0004","Qiang Ma 0004","Author"
"author_Xiaohua_Ding","Xiaohua Ding","Author"
"author_Dongjie_Liu","Dongjie Liu","Author"
"author_Xiaoping_Zhang_0005","Xiaoping Zhang 0005","Author"
"author_Jiming_Wu","Jiming Wu","Author"
"author_Zhijun_Tan","Zhijun Tan","Author"
"author_Junxiang_Yang","Junxiang Yang","Author"
"author_Jianjun_Chen","Jianjun Chen","Author"
"author_Junseok_Kim","Junseok Kim","Author"
"author_Yazhou_Zhu","Yazhou Zhu","Author"
"author_Christian_A._Hofmann","Christian A. Hofmann","Author"
"author_Andreas_Knopp","Andreas Knopp","Author"
"author_Cheng_Zhou","Cheng Zhou","Author"
"author_Lieyun_Ding","Lieyun Ding","Author"
"author_Ying_Zhou","Ying Zhou","Author"
"author_Hanbin_Luo","Hanbin Luo","Author"
"author_Sencai_Ma","Sencai Ma","Author"
"author_Gang_Cheng","Gang Cheng","Author"
"author_Meijuan_Hong","Meijuan Hong","Author"
"author_Yong_Li","Yong Li","Author"
"author_Qizhi_Zhang","Qizhi Zhang","Author"
"author_Zhengyang_Gu","Zhengyang Gu","Author"
"author_Tao_Liu","Tao Liu","Author"
"author_Chenyoukang_Lin","Chenyoukang Lin","Author"
"author_Yunteng_Hu","Yunteng Hu","Author"
"author_Ruyi_Cao","Ruyi Cao","Author"
"author_Wendong_Zhang","Wendong Zhang","Author"
"author_Katsushi_Furutani","Katsushi Furutani","Author"
"author_Takaaki_Kawai","Takaaki Kawai","Author"
"author_Shigeru_Kaneda","Shigeru Kaneda","Author"
"author_Mineo_Takai","Mineo Takai","Author"
"author_Hiroshi_Mineno","Hiroshi Mineno","Author"
"author_Kazuto_Takashima","Kazuto Takashima","Author"
"author_Yuta_Okamura","Yuta Okamura","Author"
"author_Junya_Nagaishi","Junya Nagaishi","Author"
"author_Hiroki_Cho","Hiroki Cho","Author"
"author_Toshiro_Noritsugu","Toshiro Noritsugu","Author"
"author_Toshiharu_Mukai","Toshiharu Mukai","Author"
"author_Matt_Bishop","Matt Bishop","Author"
"author_Deborah_A._Frincke","Deborah A. Frincke","Author"
"author_Jun_Ma_0024","Jun Ma 0024","Author"
"author_Qiu_Tang","Qiu Tang","Author"
"author_Minjun_He","Minjun He","Author"
"author_Lorenzo_Peretto","Lorenzo Peretto","Author"
"author_Zhaosheng_Teng","Zhaosheng Teng","Author"
"author_Robert_Fox_0002","Robert Fox 0002","Author"
"author_Richard_Y._K._Fung","Richard Y. K. Fung","Author"
"author_Yizeng_Chen","Yizeng Chen","Author"
"author_Jiafu_Tang","Jiafu Tang","Author"
"author_Ning_Zhang","Ning Zhang","Author"
"author_Shao-You_Yin","Shao-You Yin","Author"
"author_Kambiz_Vafai","Kambiz Vafai","Author"
"author_Konstantinos_Chalkias","Konstantinos Chalkias","Author"
"author_James_Brown","James Brown","Author"
"author_Mike_Hearn","Mike Hearn","Author"
"author_Tommy_Lillehagen","Tommy Lillehagen","Author"
"author_Igor_Nitto","Igor Nitto","Author"
"author_Thomas_Schroeter","Thomas Schroeter","Author"
"author_Frank_Hartung","Frank Hartung","Author"
"author_Martin_Kutter","Martin Kutter","Author"
"author_Derek_Kwaku_Pobi_Asiedu","Derek Kwaku Pobi Asiedu","Author"
"author_Sumaila_Mahama","Sumaila Mahama","Author"
"author_Chang-Ick_Song","Chang-Ick Song","Author"
"author_Dongwan_Kim","Dongwan Kim","Author"
"author_Kyoung-Jae_Lee","Kyoung-Jae Lee","Author"
"author_Hehao_Niu","Hehao Niu","Author"
"author_Zhi_Lin_0001","Zhi Lin 0001","Author"
"author_Zheng_Chu_0001","Zheng Chu 0001","Author"
"author_Zhengyu_Zhu","Zhengyu Zhu","Author"
"author_Pei_Xiao","Pei Xiao","Author"
"author_Huan_Xuan_Nguyen","Huan Xuan Nguyen","Author"
"author_Inkyu_Lee","Inkyu Lee","Author"
"author_Naofal_Al-Dhahir","Naofal Al-Dhahir","Author"
"author_C._C._Li","C. C. Li","Author"
"author_J._Su","J. Su","Author"
"author_Edward_T.-H._Chu","Edward T.-H. Chu","Author"
"author_Jane_W.-S._Liu","Jane W.-S. Liu","Author"
"author_Rolf_J._F._Ypma","Rolf J. F. Ypma","Author"
"author_Edward_T._Bullmore","Edward T. Bullmore","Author"
"author_Lars_Lau_Rakt","Lars Lau Rakt","Author"
"author_Britta_Grimme","Britta Grimme","Author"
"author_Gregor_Schner","Gregor Schner","Author"
"author_Christian_Igel","Christian Igel","Author"
"author_Bo_Markussen","Bo Markussen","Author"
"author_Susumu_Kuroyanagi","Susumu Kuroyanagi","Author"
"author_Akira_Iwata","Akira Iwata","Author"
"author_Ricardo_Marau","Ricardo Marau","Author"
"author_Pedro_Leite","Pedro Leite","Author"
"author_Manel_Velasco","Manel Velasco","Author"
"author_Pau_Mart","Pau Mart","Author"
"author_Lus_Almeida_0001","Lus Almeida 0001","Author"
"author_Paulo_Pedreiras","Paulo Pedreiras","Author"
"author_Josep_M._Fuertes","Josep M. Fuertes","Author"
"author_Walter_Schachermayer","Walter Schachermayer","Author"
"author_James_C._Chen","James C. Chen","Author"
"author_Cheng-Ju_Sun","Cheng-Ju Sun","Author"
"author_Tzu-Li_Chen","Tzu-Li Chen","Author"
"author_tienne_Andr","tienne Andr","Author"
"author_Michal_Knapik","Michal Knapik","Author"
"author_Didier_Lime","Didier Lime","Author"
"author_Wojciech_Penczek","Wojciech Penczek","Author"
"author_Laure_Petrucci","Laure Petrucci","Author"
"author_Yiren_Liu","Yiren Liu","Author"
"author_Lynleigh_Evans","Lynleigh Evans","Author"
"author_Terence_Kwan","Terence Kwan","Author"
"author_James_Callister","James Callister","Author"
"author_Simon_K._Poon","Simon K. Poon","Author"
"author_Karen_Byth","Karen Byth","Author"
"author_Paul_Harnett","Paul Harnett","Author"
"author_G._Alistair_Watson","G. Alistair Watson","Author"
"author_Dina_Mayzlin","Dina Mayzlin","Author"
"author_Jiwoong_Shin","Jiwoong Shin","Author"
"author_Claudia_Leacock","Claudia Leacock","Author"
"author_Martin_Chodorow","Martin Chodorow","Author"
"author_Javier_Alcaraz","Javier Alcaraz","Author"
"author_Juan_F._Monge","Juan F. Monge","Author"
"author_Nuria_Ramn","Nuria Ramn","Author"
"author_Ahmet_Duran","Ahmet Duran","Author"
"author_Gunduz_Caginalp","Gunduz Caginalp","Author"
"author_Tim_Dixon","Tim Dixon","Author"
"author_Gabriel_Montenegro","Gabriel Montenegro","Author"
"author_Spencer_Dawkins","Spencer Dawkins","Author"
"author_Markku_Kojo","Markku Kojo","Author"
"author_Vincent_Magret","Vincent Magret","Author"
"author_Nitin_H._Vaidya","Nitin H. Vaidya","Author"
"author_Youngjoo_Kwak","Youngjoo Kwak","Author"
"author_Jonggeol_Park","Jonggeol Park","Author"
"author_Kazuhiko_Fukami","Kazuhiko Fukami","Author"
"author_Deepjyoti_Deka","Deepjyoti Deka","Author"
"author_Harish_Doddi","Harish Doddi","Author"
"author_Sidhant_Misra","Sidhant Misra","Author"
"author_Murti_V._Salapaka","Murti V. Salapaka","Author"
"author_Adam_Krzyzak","Adam Krzyzak","Author"
"author_Natsuhiro_Ichinose","Natsuhiro Ichinose","Author"
"author_Kazuyuki_Aihara","Kazuyuki Aihara","Author"
"author_Hadi_Moradi","Hadi Moradi","Author"
"author_Kazuhiko_Kawamura","Kazuhiko Kawamura","Author"
"author_Erwin_Prassler","Erwin Prassler","Author"
"author_Giovanni_Muscato","Giovanni Muscato","Author"
"author_Paolo_Fiorini","Paolo Fiorini","Author"
"author_Tomomasa_Sato","Tomomasa Sato","Author"
"author_Radu_Rusu","Radu Rusu","Author"
"author_Riccardo_Boero","Riccardo Boero","Author"
"author_Marco_Castellani_0003","Marco Castellani 0003","Author"
"author_Flaminio_Squazzoni","Flaminio Squazzoni","Author"
"author_Jeffrey_Willert","Jeffrey Willert","Author"
"author_C._T._Kelley","C. T. Kelley","Author"
"author_Dana_A._Knoll","Dana A. Knoll","Author"
"author_HyeongKae_Park","HyeongKae Park","Author"
"author_Dongchao_Ma","Dongchao Ma","Author"
"author_Xiaoliang_Wang","Xiaoliang Wang","Author"
"author_Wenlong_Chen","Wenlong Chen","Author"
"author_Shen_Yang","Shen Yang","Author"
"author_Li_Ma_0007","Li Ma 0007","Author"
"author_Ivan_Kovac","Ivan Kovac","Author"
"author_Pavol_Mark","Pavol Mark","Author"
"author_James_J._Downs","James J. Downs","Author"
"author_Sigurd_Skogestad","Sigurd Skogestad","Author"
"author_Alireza_Sadeghi","Alireza Sadeghi","Author"
"author_Amir_Daneshvar","Amir Daneshvar","Author"
"author_Mahdi_Madanchi_Zaj","Mahdi Madanchi Zaj","Author"
"author_M._Revan_zkale","M. Revan zkale","Author"
"author_Hsniye_Altuner","Hsniye Altuner","Author"
"author_Ke_Wang","Ke Wang","Author"
"author_Di_Wu_0038","Di Wu 0038","Author"
"author_Pengyuan_Li_0002","Pengyuan Li 0002","Author"
"author_Xu_Li_0008","Xu Li 0008","Author"
"author_Yeonil_Kim","Yeonil Kim","Author"
"author_Yueh-Yun_Chi","Yueh-Yun Chi","Author"
"author_Judong_Shen","Judong Shen","Author"
"author_Fei_Zou","Fei Zou","Author"
"author_Yurii_S._Aulchenko","Yurii S. Aulchenko","Author"
"author_Stephan_Ripke","Stephan Ripke","Author"
"author_Aaron_Isaacs","Aaron Isaacs","Author"
"author_Cornelia_M._van_Duijn","Cornelia M. van Duijn","Author"
"author_Baris_E._Suzek","Baris E. Suzek","Author"
"author_Yuqi_Wang","Yuqi Wang","Author"
"author_Hongzhan_Huang","Hongzhan Huang","Author"
"author_Peter_B._McGarvey","Peter B. McGarvey","Author"
"author_Cathy_H._Wu","Cathy H. Wu","Author"
"author_Daichi_Saito","Daichi Saito","Author"
"author_Norihiro_Maruyama","Norihiro Maruyama","Author"
"author_Yasuhiro_Hashimoto","Yasuhiro Hashimoto","Author"
"author_Takashi_Ikegami","Takashi Ikegami","Author"
"author_Sergio_Bermudo","Sergio Bermudo","Author"
"author_Roslan_Hasni","Roslan Hasni","Author"
"author_Fateme_Movahedi","Fateme Movahedi","Author"
"author_Juan_Eduardo_Npoles_Valds","Juan Eduardo Npoles Valds","Author"
"author_Xinghui_Zhang","Xinghui Zhang","Author"
"author_Jianshe_Kang","Jianshe Kang","Author"
"author_Eric_Bechhoefer","Eric Bechhoefer","Author"
"author_Hongzhi_Teng","Hongzhi Teng","Author"
"author_Leyuan_Shi","Leyuan Shi","Author"
"author_Sigurdur_lafsson","Sigurdur lafsson","Author"
"author_Xuda_Zhou","Xuda Zhou","Author"
"author_Zidong_Du","Zidong Du","Author"
"author_Shijin_Zhang","Shijin Zhang","Author"
"author_Lei_Zhang_0008","Lei Zhang 0008","Author"
"author_Huiying_Lan","Huiying Lan","Author"
"author_Shaoli_Liu","Shaoli Liu","Author"
"author_Ling_Li_0001","Ling Li 0001","Author"
"author_Qi_Guo_0001","Qi Guo 0001","Author"
"author_Tianshi_Chen_0002","Tianshi Chen 0002","Author"
"author_Yunji_Chen","Yunji Chen","Author"
"author_Parijat_Mukherjee","Parijat Mukherjee","Author"
"author_G._Peter_Fang","G. Peter Fang","Author"
"author_Rod_Burt","Rod Burt","Author"
"author_Peng_Li_0001","Peng Li 0001","Author"
"author_Harshita_Gupta","Harshita Gupta","Author"
"author_Saumya_Singh","Saumya Singh","Author"
"author_Priyanka_Sinha","Priyanka Sinha","Author"
"author_Abdul_Mueed_Hafiz","Abdul Mueed Hafiz","Author"
"author_Rouf_Ul_Alam_Bhat","Rouf Ul Alam Bhat","Author"
"author_Mahmoud_Hassaballah","Mahmoud Hassaballah","Author"
"author_Waqar_Ali","Waqar Ali","Author"
"author_Wenhong_Tian","Wenhong Tian","Author"
"author_Salah_Ud_Din","Salah Ud Din","Author"
"author_Desire_Iradukunda","Desire Iradukunda","Author"
"author_Abdullah_Aman_Khan","Abdullah Aman Khan","Author"
"author_Jing_Huang_0005","Jing Huang 0005","Author"
"author_Lifeng_Ren","Lifeng Ren","Author"
"author_Zhiwei_Ji","Zhiwei Ji","Author"
"author_Ke_Yan_0001","Ke Yan 0001","Author"
"author_Haojie_Li","Haojie Li","Author"
"author_Zheng-Jun_Zha","Zheng-Jun Zha","Author"
"author_Benoit_Huet","Benoit Huet","Author"
"author_Qi_Tian_0001","Qi Tian 0001","Author"
"author_Amr_Magdy_Rabee","Amr Magdy Rabee","Author"
"author_Marghny_Hassan_Mohamed","Marghny Hassan Mohamed","Author"
"author_Yousef_B._Mahdy","Yousef B. Mahdy","Author"
"author_Brahim_Medjahed","Brahim Medjahed","Author"
"author_Boualem_Benatallah","Boualem Benatallah","Author"
"author_Athman_Bouguettaya","Athman Bouguettaya","Author"
"author_Ahmed_K._Elmagarmid","Ahmed K. Elmagarmid","Author"
"author_Zhisheng_Yan","Zhisheng Yan","Author"
"author_Yujing_Su","Yujing Su","Author"
"author_Haixia_Sun","Haixia Sun","Author"
"author_Haiyang_Yu","Haiyang Yu","Author"
"author_Wanteng_Ma","Wanteng Ma","Author"
"author_Honghui_Chi","Honghui Chi","Author"
"author_Huihui_Cao","Huihui Cao","Author"
"author_Qing_Chang","Qing Chang","Author"
"author_Adem_Kalinli","Adem Kalinli","Author"
"author_Fatih_Sarikoc","Fatih Sarikoc","Author"
"author_Hulya_Akgun","Hulya Akgun","Author"
"author_Figen_Ozturk","Figen Ozturk","Author"
"author_Richard_T._Snodgrass","Richard T. Snodgrass","Author"
"author_Curtis_E._Dyreson","Curtis E. Dyreson","Author"
"author_Faiz_Currim","Faiz Currim","Author"
"author_Sabah_Currim","Sabah Currim","Author"
"author_Shailesh_Joshi","Shailesh Joshi","Author"
"author_Efstratios_Kontopoulos","Efstratios Kontopoulos","Author"
"author_Nick_Bassiliades","Nick Bassiliades","Author"
"author_Grigoris_Antoniou","Grigoris Antoniou","Author"
"author_Nicolau_C._Saldanha","Nicolau C. Saldanha","Author"
"author_Ian_M._Dew","Ian M. Dew","Author"
"author_Brian_Walenz","Brian Walenz","Author"
"author_Granger_G._Sutton","Granger G. Sutton","Author"
"author_Zhenyang_Liang","Zhenyang Liang","Author"
"author_Mingxin_Yu","Mingxin Yu","Author"
"author_Yichen_Sun","Yichen Sun","Author"
"author_Mingli_Dong","Mingli Dong","Author"
"author_Takahiro_Yabe","Takahiro Yabe","Author"
"author_Kota_Tsubouchi","Kota Tsubouchi","Author"
"author_Yoshihide_Sekimoto","Yoshihide Sekimoto","Author"
"author_Satish_V._Ukkusuri","Satish V. Ukkusuri","Author"
"author_Surender_Singh","Surender Singh","Author"
"author_Abdul_Haseeb_Ganie","Abdul Haseeb Ganie","Author"
"author_Hong-Bin_Chen","Hong-Bin Chen","Author"
"author_Wei-Han_Chen","Wei-Han Chen","Author"
"author_Yen-Jen_Cheng","Yen-Jen Cheng","Author"
"author_Wei-Tian_Li","Wei-Tian Li","Author"
"author_Chia-An_Liu","Chia-An Liu","Author"
"author_Doron_Rotem","Doron Rotem","Author"
"author_Dongxu_Chen","Dongxu Chen","Author"
"author_Tingcun_Wei","Tingcun Wei","Author"
"author_Jie_Feng","Jie Feng","Author"
"author_Gaoang_Li","Gaoang Li","Author"
"author_Qingxin_Chen","Qingxin Chen","Author"
"author_Xudong_Yang","Xudong Yang","Author"
"author_Jialong_Zeng","Jialong Zeng","Author"
"author_Zhongjun_Yu","Zhongjun Yu","Author"
"author_Vladimir_Shestak","Vladimir Shestak","Author"
"author_Edwin_K._P._Chong","Edwin K. P. Chong","Author"
"author_Anthony_A._Maciejewski","Anthony A. Maciejewski","Author"
"author_Howard_Jay_Siegel","Howard Jay Siegel","Author"
"author_Antonio_Plaza","Antonio Plaza","Author"
"author_David_Valencia","David Valencia","Author"
"author_Javier_Plaza","Javier Plaza","Author"
"author_Pablo_Martnez_0001","Pablo Martnez 0001","Author"
"author_Oswaldo_L._V._Costa","Oswaldo L. V. Costa","Author"
"author_M._H._A._Davis","M. H. A. Davis","Author"
"author_Fatemeh_Abdi","Fatemeh Abdi","Author"
"author_Mahnaz_Janipoor_Deylamani","Mahnaz Janipoor Deylamani","Author"
"author_Parviz_Amiri","Parviz Amiri","Author"
"author_Mohammad_Hossein_Refan","Mohammad Hossein Refan","Author"
"author_Dasari_Anantha_Reddy","Dasari Anantha Reddy","Author"
"author_Swarup_Roy","Swarup Roy","Author"
"author_Sanjay_Kumar","Sanjay Kumar","Author"
"author_Rakesh_Tripathi","Rakesh Tripathi","Author"
"author_Liangkai_Liu","Liangkai Liu","Author"
"author_Wei_Li_0111","Wei Li 0111","Author"
"author_Dawei_Wang_0006","Dawei Wang 0006","Author"
"author_Yi_Wu","Yi Wu","Author"
"author_Ruigang_Yang","Ruigang Yang","Author"
"author_Weisong_Shi","Weisong Shi","Author"
"author_Xuewu_Dai","Xuewu Dai","Author"
"author_Hui_Zhao_0017","Hui Zhao 0017","Author"
"author_Shengping_Yu","Shengping Yu","Author"
"author_Dongliang_Cui","Dongliang Cui","Author"
"author_Qi_Zhang_0052","Qi Zhang 0052","Author"
"author_Hairong_Dong_0001","Hairong Dong 0001","Author"
"author_Tianyou_Chai","Tianyou Chai","Author"
"author_Wael_Khreich","Wael Khreich","Author"
"author_Eric_Granger","Eric Granger","Author"
"author_Ali_Miri","Ali Miri","Author"
"author_Robert_Sabourin","Robert Sabourin","Author"
"author_Guisseppi_A._Forgionne","Guisseppi A. Forgionne","Author"
"author_Gerard_de_Haan","Gerard de Haan","Author"
"author_Kyoung-Joo_Lee","Kyoung-Joo Lee","Author"
"author_Haijian_Yang","Haijian Yang","Author"
"author_Qingguo_Li","Qingguo Li","Author"
"author_Chun_Lu","Chun Lu","Author"
"author_MingZhu_Liu","MingZhu Liu","Author"
"author_Babak_Rahbarinia","Babak Rahbarinia","Author"
"author_Roberto_Perdisci","Roberto Perdisci","Author"
"author_Andrea_Lanzi","Andrea Lanzi","Author"
"author_Kang_Li_0001","Kang Li 0001","Author"
"author_Zongmin_Wu","Zongmin Wu","Author"
"author_Ran_Yang","Ran Yang","Author"
"author_Deyuan_Meng","Deyuan Meng","Author"
"author_Yingmin_Jia","Yingmin Jia","Author"
"author_Junping_Du_0001","Junping Du 0001","Author"
"author_Fashan_Yu","Fashan Yu","Author"
"author_Yanjun_Peng","Yanjun Peng","Author"
"author_Jindong_Sun","Jindong Sun","Author"
"author_Yeon-Soo_Kim","Yeon-Soo Kim","Author"
"author_Md._Abu_Ayub_Siddique","Md. Abu Ayub Siddique","Author"
"author_Wan-Soo_Kim_0002","Wan-Soo Kim 0002","Author"
"author_Yong-Joo_Kim","Yong-Joo Kim","Author"
"author_Sang-Dae_Lee","Sang-Dae Lee","Author"
"author_Dong-Keun_Lee","Dong-Keun Lee","Author"
"author_Seok-Joon_Hwang","Seok-Joon Hwang","Author"
"author_Ju-Seok_Nam","Ju-Seok Nam","Author"
"author_Seong-Un_Park","Seong-Un Park","Author"
"author_Ryu-Gap_Lim","Ryu-Gap Lim","Author"
"author_Yu_Liu","Yu Liu","Author"
"author_Yanrong_Zhuang","Yanrong Zhuang","Author"
"author_Boyu_Ji","Boyu Ji","Author"
"author_Guoqiang_Zhang_0007","Guoqiang Zhang 0007","Author"
"author_Li_Rong","Li Rong","Author"
"author_Guanghui_Teng","Guanghui Teng","Author"
"author_Chaoyuan_Wang","Chaoyuan Wang","Author"
